number,value,datetime_start,datetime_complete,duration,params_batch_size,params_cnn_dropout_rate,params_fusion_dropout_rate,params_lr,params_lstm_dropout_rate,params_lstm_hidden_size,params_lstm_num_layers,params_scheduler_gamma,params_scheduler_step_size,user_attrs_epoch_10_train_acc,user_attrs_epoch_10_val_acc,user_attrs_epoch_10_val_loss,user_attrs_epoch_11_train_acc,user_attrs_epoch_11_val_acc,user_attrs_epoch_11_val_loss,user_attrs_epoch_12_train_acc,user_attrs_epoch_12_val_acc,user_attrs_epoch_12_val_loss,user_attrs_epoch_13_train_acc,user_attrs_epoch_13_val_acc,user_attrs_epoch_13_val_loss,user_attrs_epoch_14_train_acc,user_attrs_epoch_14_val_acc,user_attrs_epoch_14_val_loss,user_attrs_epoch_15_train_acc,user_attrs_epoch_15_val_acc,user_attrs_epoch_15_val_loss,user_attrs_epoch_1_train_acc,user_attrs_epoch_1_val_acc,user_attrs_epoch_1_val_loss,user_attrs_epoch_2_train_acc,user_attrs_epoch_2_val_acc,user_attrs_epoch_2_val_loss,user_attrs_epoch_3_train_acc,user_attrs_epoch_3_val_acc,user_attrs_epoch_3_val_loss,user_attrs_epoch_4_train_acc,user_attrs_epoch_4_val_acc,user_attrs_epoch_4_val_loss,user_attrs_epoch_5_train_acc,user_attrs_epoch_5_val_acc,user_attrs_epoch_5_val_loss,user_attrs_epoch_6_train_acc,user_attrs_epoch_6_val_acc,user_attrs_epoch_6_val_loss,user_attrs_epoch_7_train_acc,user_attrs_epoch_7_val_acc,user_attrs_epoch_7_val_loss,user_attrs_epoch_8_train_acc,user_attrs_epoch_8_val_acc,user_attrs_epoch_8_val_loss,user_attrs_epoch_9_train_acc,user_attrs_epoch_9_val_acc,user_attrs_epoch_9_val_loss,state
0,0.4913294797687861,2025-05-09 19:33:53.831244,2025-05-09 19:34:27.930163,0 days 00:00:34.098919,32,0.06861459756454048,0.34430669977705797,2.178307402677886e-05,0.39332118249406595,128,1,0.8669863901788378,6,0.36486486486486486,0.3815028901734104,1.446699874249497,0.37065637065637064,0.36416184971098264,1.4369051125697319,0.36293436293436293,0.3988439306358382,1.4283381817657823,0.3938223938223938,0.3930635838150289,1.4147883205744571,0.3841698841698842,0.4508670520231214,1.4104825802621124,0.4034749034749035,0.4913294797687861,1.4058103299554372,0.2471042471042471,0.3179190751445087,1.5994235118689564,0.27606177606177607,0.36416184971098264,1.5739460535821197,0.32625482625482627,0.37572254335260113,1.5524711608886719,0.2876447876447876,0.3815028901734104,1.5331391103005823,0.3281853281853282,0.37572254335260113,1.5168648909971205,0.3590733590733591,0.37572254335260113,1.499172769529971,0.3687258687258687,0.3872832369942196,1.4847349665757548,0.3590733590733591,0.3872832369942196,1.4670713106331799,0.3687258687258687,0.37572254335260113,1.4575724608636316,COMPLETE
1,0.5375722543352601,2025-05-09 19:34:27.938803,2025-05-09 19:35:01.928207,0 days 00:00:33.989404,32,0.3396117914468898,0.30958442636517464,0.000224820854296938,0.3702155799786223,128,1,0.8873752442006271,6,0.47104247104247104,0.4682080924855491,1.2230106220079984,0.525096525096525,0.5028901734104047,1.2062821350345723,0.5444015444015444,0.49710982658959535,1.1916607160099668,0.5366795366795367,0.4913294797687861,1.2195019256861912,0.5617760617760618,0.5317919075144508,1.1307402714828536,0.6061776061776062,0.5375722543352601,1.1079957998556897,0.26833976833976836,0.3179190751445087,1.518887793397628,0.30115830115830117,0.32947976878612717,1.415819748288634,0.34942084942084944,0.43352601156069365,1.3713259276627117,0.37258687258687256,0.4797687861271676,1.3449904649932949,0.3667953667953668,0.4797687861271676,1.3093692877389103,0.42277992277992277,0.48554913294797686,1.2955584967067475,0.44015444015444016,0.4277456647398844,1.2850101173268578,0.4517374517374517,0.4682080924855491,1.261050201564855,0.5057915057915058,0.44508670520231214,1.2571426526659486,COMPLETE
2,0.43352601156069365,2025-05-09 19:35:01.934804,2025-05-09 19:35:31.875280,0 days 00:00:29.940476,64,0.23757165677121717,0.4289874994694415,1.6347995695175078e-05,0.13437504609109618,64,2,0.7182875195312253,6,0.33783783783783783,0.4277456647398844,1.5556277146918236,0.32625482625482627,0.42196531791907516,1.5511575751221938,0.35135135135135137,0.4046242774566474,1.5455475432335297,0.3416988416988417,0.41040462427745666,1.5407628971717262,0.32625482625482627,0.4046242774566474,1.5350223311110038,,,,0.21814671814671815,0.16184971098265896,1.6101154495525911,0.24517374517374518,0.26011560693641617,1.6029271066533348,0.2625482625482625,0.3583815028901734,1.5933351785461338,0.28378378378378377,0.3930635838150289,1.5842922491834344,0.27606177606177607,0.41040462427745666,1.5764513394736142,0.3185328185328185,0.42196531791907516,1.5710616208225316,0.32432432432432434,0.4161849710982659,1.5666051096998888,0.3416988416988417,0.42196531791907516,1.5622438343963183,0.32625482625482627,0.43352601156069365,1.564703926185652,COMPLETE
3,0.653179190751445,2025-05-09 19:35:31.881965,2025-05-09 19:36:05.957772,0 days 00:00:34.075807,32,0.36692969274267984,0.4288228360935693,0.0004383255711034909,0.2868409440030106,128,1,0.8933507301248101,10,0.6138996138996139,0.5433526011560693,1.1160206763730574,0.6640926640926641,0.5317919075144508,1.1467062379583457,0.6621621621621622,0.653179190751445,1.0627491735998607,0.6911196911196911,0.6184971098265896,1.1025663841666513,0.7355212355212355,0.6127167630057804,1.072203937982548,0.7548262548262549,0.653179190751445,1.0293999829388767,0.25868725868725867,0.23121387283236994,1.4896951279888264,0.3127413127413127,0.4046242774566474,1.3730991286349434,0.34942084942084944,0.3988439306358382,1.3418949553043167,0.40540540540540543,0.4393063583815029,1.3089730684467822,0.42084942084942084,0.41040462427745666,1.28015697071318,0.45366795366795365,0.4161849710982659,1.2744712285223725,0.5386100386100386,0.4624277456647399,1.2361352939826216,0.5482625482625483,0.5317919075144508,1.1937270639948763,0.5945945945945946,0.5260115606936416,1.1860431036508152,COMPLETE
4,0.6994219653179191,2025-05-09 19:36:05.964462,2025-05-09 19:36:44.527332,0 days 00:00:38.562870,16,0.06555551398460792,0.243726754481472,0.000912168061390006,0.1106269313116505,128,1,0.9244749892483854,6,0.8397683397683398,0.6820809248554913,1.09861928810274,0.8571428571428571,0.6589595375722543,0.9351934530486951,0.8783783783783784,0.6994219653179191,1.0198363811639004,0.9073359073359073,0.6820809248554913,1.085571866417896,0.9362934362934363,0.6936416184971098,1.0596263849666352,0.9343629343629344,0.6820809248554913,1.370992434851696,0.3108108108108108,0.4277456647398844,1.3348516494552525,0.4034749034749035,0.44508670520231214,1.2791370952749528,0.4864864864864865,0.4277456647398844,1.2793823404808264,0.5135135135135135,0.5780346820809249,1.0804934208792758,0.5733590733590733,0.5895953757225434,1.0941937107571287,0.6872586872586872,0.6184971098265896,0.9702098137036913,0.7413127413127413,0.6184971098265896,1.0853679738292805,0.750965250965251,0.6069364161849711,0.9535556173738028,0.8108108108108109,0.6763005780346821,0.9474028044008795,COMPLETE
5,0.3468208092485549,2025-05-09 19:36:44.533967,2025-05-09 19:37:00.362427,0 days 00:00:15.828460,64,0.1817612655623831,0.46043514740156644,0.0001387584797677191,0.19548721685816045,128,2,0.7748363095857548,5,,,,,,,,,,,,,,,,,,,0.21621621621621623,0.21965317919075145,1.5843964215647968,0.28378378378378377,0.2774566473988439,1.5418144609197715,0.2915057915057915,0.2543352601156069,1.4891851265306417,0.3127413127413127,0.3063583815028902,1.4569645375874691,0.3185328185328185,0.3699421965317919,1.4186142138663056,0.3301158301158301,0.3468208092485549,1.3987568582413514,,,,,,,,,,PRUNED
6,0.6878612716763006,2025-05-09 19:37:00.367618,2025-05-09 19:37:30.359954,0 days 00:00:29.992336,32,0.09409307077879331,0.11709394345782838,0.0007848490025678289,0.11938566584394893,64,1,0.8227985100289825,8,0.7567567567567568,0.6358381502890174,1.070812026200267,0.803088803088803,0.6358381502890174,1.060787140289483,0.8552123552123552,0.6763005780346821,0.8889450274106395,0.8803088803088803,0.6763005780346821,0.9627550573362781,0.8996138996138996,0.6647398843930635,1.0227237517778585,0.8687258687258688,0.6878612716763006,0.9862070541850404,0.28378378378378377,0.37572254335260113,1.3767856683345199,0.36486486486486486,0.49710982658959535,1.338825203779805,0.47876447876447875,0.47398843930635837,1.2586011073492855,0.5366795366795367,0.4797687861271676,1.1941148783430198,0.5501930501930502,0.5317919075144508,1.1517070524954383,0.61003861003861,0.6011560693641619,0.9770798817535357,0.6563706563706564,0.5549132947976878,1.1586205793943019,0.7084942084942085,0.5606936416184971,1.0845553905977678,0.749034749034749,0.6589595375722543,0.9388686437482778,COMPLETE
7,0.6127167630057804,2025-05-09 19:37:30.366536,2025-05-09 19:37:57.929519,0 days 00:00:27.562983,64,0.33024273716207886,0.35990622287268315,0.0015445185842297708,0.3208618486311354,64,1,0.768812453141225,6,0.638996138996139,0.5549132947976878,1.222794424591726,0.6486486486486487,0.5433526011560693,1.0637635109741563,0.6795366795366795,0.5895953757225434,1.0640436845018684,0.7258687258687259,0.6242774566473989,0.9722405134597955,0.7548262548262549,0.6358381502890174,0.9835486477510088,0.7548262548262549,0.6127167630057804,1.0215323756884978,0.21428571428571427,0.2658959537572254,1.4493210639567733,0.3185328185328185,0.4682080924855491,1.3514280401902392,0.3745173745173745,0.43352601156069365,1.3215392359419365,0.42857142857142855,0.45664739884393063,1.283668224522144,0.4517374517374517,0.3872832369942196,1.2864933379123666,0.4517374517374517,0.4797687861271676,1.2176190938563705,0.5424710424710425,0.4913294797687861,1.177133760011265,0.581081081081081,0.5028901734104047,1.127003021322923,0.6081081081081081,0.5260115606936416,1.1617976151449831,PRUNED
8,0.6127167630057804,2025-05-09 19:37:57.934542,2025-05-09 19:38:36.338773,0 days 00:00:38.404231,16,0.2383834193414211,0.4359764245322989,0.009382042935160213,0.34172709224490994,64,2,0.9768186824408827,3,0.5675675675675675,0.47398843930635837,1.7301867511231086,0.528957528957529,0.5028901734104047,1.6412037673024085,0.5733590733590733,0.5491329479768786,1.548567079395228,0.5656370656370656,0.5375722543352601,1.3468472296102887,0.5945945945945946,0.5086705202312138,1.4035376665220096,,,,0.31467181467181465,0.3699421965317919,1.357633657538133,0.361003861003861,0.3699421965317919,1.4095939135964894,0.3552123552123552,0.4161849710982659,1.3583195609164376,0.40540540540540543,0.4797687861271676,1.2851469720030106,0.44015444015444016,0.4913294797687861,1.318089775267364,0.45366795366795365,0.4913294797687861,1.3960498922822104,0.4691119691119691,0.5028901734104047,1.2451989071906646,0.4980694980694981,0.5144508670520231,1.2159137822300023,0.5424710424710425,0.6127167630057804,1.2599897105569784,COMPLETE
9,0.24277456647398843,2025-05-09 19:38:36.345420,2025-05-09 19:38:47.301043,0 days 00:00:10.955623,64,0.3297185676555003,0.3598093575245819,1.2881758357176087e-05,0.2929138725479579,64,1,0.8146008063397382,7,,,,,,,,,,,,,,,,,,,0.20077220077220076,0.21965317919075145,1.6063231160875,0.1969111969111969,0.21965317919075145,1.6025513555273154,0.20270270270270271,0.2138728323699422,1.5987498643081313,0.19884169884169883,0.2138728323699422,1.5947809377846691,0.20077220077220076,0.2254335260115607,1.591493501828585,0.19884169884169883,0.24277456647398843,1.5875908873673807,,,,,,,,,,PRUNED
