number,value,datetime_start,datetime_complete,duration,params_batch_size,params_cnn_dropout_rate,params_fusion_dropout_rate,params_lr,params_lstm_dropout_rate,params_lstm_hidden_size,params_lstm_num_layers,params_scheduler_gamma,params_scheduler_step_size,user_attrs_epoch_10_train_acc,user_attrs_epoch_10_val_acc,user_attrs_epoch_10_val_loss,user_attrs_epoch_11_train_acc,user_attrs_epoch_11_val_acc,user_attrs_epoch_11_val_loss,user_attrs_epoch_12_train_acc,user_attrs_epoch_12_val_acc,user_attrs_epoch_12_val_loss,user_attrs_epoch_13_train_acc,user_attrs_epoch_13_val_acc,user_attrs_epoch_13_val_loss,user_attrs_epoch_14_train_acc,user_attrs_epoch_14_val_acc,user_attrs_epoch_14_val_loss,user_attrs_epoch_15_train_acc,user_attrs_epoch_15_val_acc,user_attrs_epoch_15_val_loss,user_attrs_epoch_1_train_acc,user_attrs_epoch_1_val_acc,user_attrs_epoch_1_val_loss,user_attrs_epoch_2_train_acc,user_attrs_epoch_2_val_acc,user_attrs_epoch_2_val_loss,user_attrs_epoch_3_train_acc,user_attrs_epoch_3_val_acc,user_attrs_epoch_3_val_loss,user_attrs_epoch_4_train_acc,user_attrs_epoch_4_val_acc,user_attrs_epoch_4_val_loss,user_attrs_epoch_5_train_acc,user_attrs_epoch_5_val_acc,user_attrs_epoch_5_val_loss,user_attrs_epoch_6_train_acc,user_attrs_epoch_6_val_acc,user_attrs_epoch_6_val_loss,user_attrs_epoch_7_train_acc,user_attrs_epoch_7_val_acc,user_attrs_epoch_7_val_loss,user_attrs_epoch_8_train_acc,user_attrs_epoch_8_val_acc,user_attrs_epoch_8_val_loss,user_attrs_epoch_9_train_acc,user_attrs_epoch_9_val_acc,user_attrs_epoch_9_val_loss,state
0,0.6936416184971098,2025-05-09 20:52:05.528340,2025-05-09 20:52:43.135503,0 days 00:00:37.607163,16,0.07382297658147985,0.1838280610032782,0.0004064503818120859,0.21940966594698252,128,1,0.7605927495415702,7,0.752895752895753,0.6647398843930635,0.9951986188144353,0.7837837837837838,0.6184971098265896,1.0180582114726822,0.8088803088803089,0.6936416184971098,0.957704247422301,0.8513513513513513,0.6647398843930635,1.0920828598944439,0.8764478764478765,0.6589595375722543,0.977919566493503,0.8841698841698842,0.6705202312138728,0.9434881804220249,0.29922779922779924,0.4277456647398844,1.4146622805237081,0.3745173745173745,0.4682080924855491,1.320441192974245,0.44787644787644787,0.42196531791907516,1.3017627359125656,0.4806949806949807,0.4913294797687861,1.226191484859224,0.5328185328185329,0.49710982658959535,1.2179220177534689,0.6042471042471043,0.5780346820809249,1.1029696530000324,0.6698841698841699,0.6184971098265896,1.013078575189403,0.6853281853281853,0.630057803468208,0.9515832056199884,0.750965250965251,0.630057803468208,0.9977884092771938,COMPLETE
1,0.5953757225433526,2025-05-09 20:52:43.143979,2025-05-09 20:53:15.525774,0 days 00:00:32.381795,64,0.059563634814166315,0.16380019632545664,0.0011459797197292203,0.1768183734147598,64,2,0.8953446949549462,7,0.5868725868725869,0.5549132947976878,1.223009502267562,0.6274131274131274,0.5549132947976878,1.0930430275856415,0.6872586872586872,0.5549132947976878,1.1906792380217184,0.6505791505791506,0.5375722543352601,1.1097686652503262,0.6872586872586872,0.5953757225433526,1.005660264822789,0.7297297297297297,0.5895953757225434,1.162970162540502,0.27606177606177607,0.26011560693641617,1.4458465569281165,0.32432432432432434,0.42196531791907516,1.3255052476949085,0.41505791505791506,0.3583815028901734,1.3211062953651296,0.416988416988417,0.43352601156069365,1.2652016795439527,0.4671814671814672,0.5202312138728323,1.2025669206773615,0.5193050193050193,0.4797687861271676,1.189630718589518,0.47297297297297297,0.45664739884393063,1.2945576217133186,0.5714285714285714,0.5086705202312138,1.2149485583939303,0.5675675675675675,0.5433526011560693,1.122986348378176,COMPLETE
2,0.6820809248554913,2025-05-09 20:53:15.532512,2025-05-09 20:53:45.842370,0 days 00:00:30.309858,64,0.11999524046223754,0.4743065617458436,0.00330109519915895,0.180680031288584,128,1,0.7348750461750032,7,0.6988416988416989,0.6184971098265896,1.3183576161461759,0.7200772200772201,0.5780346820809249,1.2739778591718287,0.7625482625482626,0.6358381502890174,1.2254028117036544,0.7664092664092664,0.6127167630057804,1.4384626143240515,0.8011583011583011,0.6127167630057804,1.2831999869704935,0.803088803088803,0.6820809248554913,1.317536019176417,0.277992277992278,0.34104046242774566,1.3845080957247342,0.3841698841698842,0.3815028901734104,1.3173080269311894,0.3745173745173745,0.44508670520231214,1.3181054337176283,0.4594594594594595,0.41040462427745666,1.3196678588845137,0.527027027027027,0.4797687861271676,1.2840083217345222,0.5540540540540541,0.48554913294797686,1.3457928075955783,0.5984555984555985,0.4913294797687861,1.426542696236186,0.6312741312741312,0.5549132947976878,1.2668193999053425,0.6544401544401545,0.5317919075144508,1.2726252409764107,COMPLETE
3,0.6069364161849711,2025-05-09 20:53:45.848914,2025-05-09 20:54:18.302577,0 days 00:00:32.453663,64,0.19839896913028465,0.1583705576131006,0.007237971180595272,0.27355868577621884,64,2,0.8830840571239321,5,0.6447876447876448,0.4913294797687861,1.8492320472794461,0.7162162162162162,0.5202312138728323,1.7833199983387324,0.7393822393822393,0.5780346820809249,1.9463105477349607,0.749034749034749,0.5722543352601156,2.1246630249684944,0.7837837837837838,0.6069364161849711,2.0533829010979976,0.7876447876447876,0.6069364161849711,1.7113791518128676,0.30115830115830117,0.4046242774566474,1.368199056972658,0.3861003861003861,0.43352601156069365,1.3535933880447653,0.4517374517374517,0.4682080924855491,1.3657575370259367,0.47104247104247104,0.4797687861271676,1.2859076564711642,0.5193050193050193,0.5028901734104047,1.4240883547446632,0.5868725868725869,0.4797687861271676,1.2570247629474354,0.5617760617760618,0.5144508670520231,1.4341728866444847,0.611969111969112,0.5086705202312138,1.4845324541102944,0.6544401544401545,0.5317919075144508,1.5781870611830253,COMPLETE
4,0.44508670520231214,2025-05-09 20:54:18.309051,2025-05-09 20:54:45.583066,0 days 00:00:27.274015,64,0.18448724238128061,0.2500120348869914,5.418562916992391e-05,0.36629080578484613,64,1,0.8660110353577808,5,0.3301158301158301,0.4046242774566474,1.4622674036577257,0.3687258687258687,0.3988439306358382,1.4491746115546695,0.3552123552123552,0.41040462427745666,1.4391692056821261,0.3783783783783784,0.42196531791907516,1.4303522702586444,0.36293436293436293,0.42196531791907516,1.420904477207647,0.3803088803088803,0.44508670520231214,1.417843332869469,0.1891891891891892,0.21965317919075145,1.6049221347522185,0.23552123552123552,0.21965317919075145,1.5930821854255104,0.2528957528957529,0.2947976878612717,1.5752698741207234,0.29343629343629346,0.35260115606936415,1.555164188318859,0.3030888030888031,0.36416184971098264,1.5372824724009961,0.3185328185328185,0.3583815028901734,1.5246857115299026,0.32625482625482627,0.36416184971098264,1.5060623277818537,0.333976833976834,0.35260115606936415,1.490177453597846,0.3667953667953668,0.3988439306358382,1.4756131764781268,COMPLETE
5,0.4393063583815029,2025-05-09 20:54:45.593590,2025-05-09 20:54:56.428559,0 days 00:00:10.834969,64,0.3269181699931427,0.2672823546983404,0.000524085762095751,0.16280798592791862,64,1,0.8238775381990943,3,,,,,,,,,,,,,,,,,,,0.24517374517374518,0.36416184971098264,1.487236503920803,0.3166023166023166,0.3872832369942196,1.4065497142042038,0.3667953667953668,0.44508670520231214,1.355339542978761,0.38803088803088803,0.4393063583815029,1.3233603046119558,0.37258687258687256,0.4046242774566474,1.3161281588449643,0.4189189189189189,0.4393063583815029,1.3002294935932048,,,,,,,,,,PRUNED
6,0.34104046242774566,2025-05-09 20:54:56.432919,2025-05-09 20:55:12.815712,0 days 00:00:16.382793,16,0.21834532064631013,0.3925470974275904,2.1754959757110194e-05,0.35748947322074576,64,2,0.7446918816428112,10,,,,,,,,,,,,,,,,,,,0.21621621621621623,0.2947976878612717,1.5943748585750601,0.2644787644787645,0.30057803468208094,1.573260022036602,0.29343629343629346,0.3179190751445087,1.5588281030599782,0.2972972972972973,0.3236994219653179,1.5373251500157263,0.30115830115830117,0.32947976878612717,1.517449321085318,0.32625482625482627,0.34104046242774566,1.507018715660007,,,,,,,,,,PRUNED
7,0.2658959537572254,2025-05-09 20:55:12.819927,2025-05-09 20:55:23.698660,0 days 00:00:10.878733,64,0.1564636353674867,0.11711839192072682,1.6277683900117276e-05,0.14163192549360992,64,1,0.9689439943151247,10,,,,,,,,,,,,,,,,,,,0.12934362934362933,0.12138728323699421,1.6131073084869825,0.21621621621621623,0.23121387283236994,1.6064816947617282,0.2702702702702703,0.2832369942196532,1.5979039097107903,0.2876447876447876,0.2774566473988439,1.589846755038796,0.2953667953667954,0.2658959537572254,1.5794075796369873,0.28378378378378377,0.2658959537572254,1.570972805078319,,,,,,,,,,PRUNED
8,0.43352601156069365,2025-05-09 20:55:23.703077,2025-05-09 20:55:39.684372,0 days 00:00:15.981295,64,0.38603027325618006,0.2572889022182617,0.00036083170625401,0.14934769739144105,128,2,0.9755321653145684,9,,,,,,,,,,,,,,,,,,,0.22972972972972974,0.28901734104046245,1.5554492838809946,0.3359073359073359,0.43352601156069365,1.48840619511687,0.36486486486486486,0.43352601156069365,1.42995165813865,0.333976833976834,0.3872832369942196,1.373234092155633,0.38223938223938225,0.4624277456647399,1.3376748217323613,0.40540540540540543,0.43352601156069365,1.3242552735212911,,,,,,,,,,PRUNED
9,0.47398843930635837,2025-05-09 20:55:39.689157,2025-05-09 20:55:52.659072,0 days 00:00:12.969915,64,0.0901124861329956,0.4349989514602606,0.0012584601714979743,0.054037183551101944,64,2,0.8621696693656878,9,,,,,,,,,,,,,,,,,,,0.2722007722007722,0.37572254335260113,1.4331612931510616,0.3416988416988417,0.3872832369942196,1.3481884891587186,0.36486486486486486,0.42196531791907516,1.3076626131300293,0.43243243243243246,0.3872832369942196,1.2906757538029223,0.4594594594594595,0.4624277456647399,1.3073959433274462,0.48455598455598453,0.47398843930635837,1.2114573324346818,,,,,,,,,,PRUNED
