number,value,datetime_start,datetime_complete,duration,params_batch_size,params_classifier_dropout_rate,params_cnn_dropout_rate,params_cnn_out_channels,params_lr,params_lstm_dropout_rate,params_lstm_hidden_size,params_lstm_num_layers,params_scheduler_gamma,params_scheduler_step_size,user_attrs_epoch_10_train_acc,user_attrs_epoch_10_val_acc,user_attrs_epoch_10_val_loss,user_attrs_epoch_11_train_acc,user_attrs_epoch_11_val_acc,user_attrs_epoch_11_val_loss,user_attrs_epoch_12_train_acc,user_attrs_epoch_12_val_acc,user_attrs_epoch_12_val_loss,user_attrs_epoch_13_train_acc,user_attrs_epoch_13_val_acc,user_attrs_epoch_13_val_loss,user_attrs_epoch_14_train_acc,user_attrs_epoch_14_val_acc,user_attrs_epoch_14_val_loss,user_attrs_epoch_15_train_acc,user_attrs_epoch_15_val_acc,user_attrs_epoch_15_val_loss,user_attrs_epoch_1_train_acc,user_attrs_epoch_1_val_acc,user_attrs_epoch_1_val_loss,user_attrs_epoch_2_train_acc,user_attrs_epoch_2_val_acc,user_attrs_epoch_2_val_loss,user_attrs_epoch_3_train_acc,user_attrs_epoch_3_val_acc,user_attrs_epoch_3_val_loss,user_attrs_epoch_4_train_acc,user_attrs_epoch_4_val_acc,user_attrs_epoch_4_val_loss,user_attrs_epoch_5_train_acc,user_attrs_epoch_5_val_acc,user_attrs_epoch_5_val_loss,user_attrs_epoch_6_train_acc,user_attrs_epoch_6_val_acc,user_attrs_epoch_6_val_loss,user_attrs_epoch_7_train_acc,user_attrs_epoch_7_val_acc,user_attrs_epoch_7_val_loss,user_attrs_epoch_8_train_acc,user_attrs_epoch_8_val_acc,user_attrs_epoch_8_val_loss,user_attrs_epoch_9_train_acc,user_attrs_epoch_9_val_acc,user_attrs_epoch_9_val_loss,state
0,0.4682080924855491,2025-05-09 20:07:27.903998,2025-05-09 20:08:26.094525,0 days 00:00:58.190527,32,0.24595407658834503,0.10096980985771283,64,0.007717054781276226,0.22538276677036273,64,2,0.737796067660714,8,0.42277992277992277,0.3815028901734104,1.3757872753749694,0.4806949806949807,0.4508670520231214,1.3197234207495099,0.4768339768339768,0.42196531791907516,1.2961181643381283,0.5077220077220077,0.4682080924855491,1.3148310952792968,0.5135135135135135,0.4508670520231214,1.2592788803784145,0.5,0.4624277456647399,1.277399168882756,0.29922779922779924,0.30057803468208094,1.5807472412296801,0.3166023166023166,0.35260115606936415,1.466997849458904,0.3764478764478765,0.3468208092485549,1.413476513300328,0.40733590733590735,0.3930635838150289,1.4693258532209892,0.3552123552123552,0.37572254335260113,1.4133588626894649,0.38803088803088803,0.3930635838150289,1.3852586511931668,0.4247104247104247,0.3988439306358382,1.4204657346527012,0.38996138996138996,0.3352601156069364,1.4275594122837045,0.38996138996138996,0.3930635838150289,1.4076951824860766,COMPLETE
1,0.36416184971098264,2025-05-09 20:08:26.103525,2025-05-09 20:08:50.629945,0 days 00:00:24.526420,64,0.37596361970805153,0.12469780730621317,32,5.9836955803642783e-05,0.2341034564381845,256,1,0.940785511178247,3,,,,,,,,,,,,,,,,,,,0.2471042471042471,0.24855491329479767,1.5849534011300588,0.26833976833976836,0.36416184971098264,1.5641624293575398,0.3301158301158301,0.3236994219653179,1.543751944696283,0.31467181467181465,0.3468208092485549,1.5286033477397323,0.33976833976833976,0.3583815028901734,1.5164142282022905,0.34555984555984554,0.3583815028901734,1.5056373611350968,0.3552123552123552,0.34104046242774566,1.4944099318774449,,,,,,,COMPLETE
2,0.6358381502890174,2025-05-09 20:08:50.636181,2025-05-09 20:09:48.977038,0 days 00:00:58.340857,32,0.3251638760451124,0.14058066152923743,32,0.0007966245053272011,0.3364135371519834,128,2,0.8862885021894101,5,0.640926640926641,0.5549132947976878,1.0089743375089126,0.6563706563706564,0.5317919075144508,1.250636083542267,0.666023166023166,0.5780346820809249,1.022311611154865,0.7123552123552124,0.6069364161849711,1.0431957153571134,0.6640926640926641,0.5838150289017341,0.9882270332016697,0.7123552123552124,0.6358381502890174,0.9881398004258988,0.305019305019305,0.35260115606936415,1.4699674300375702,0.35714285714285715,0.3699421965317919,1.3887891128573115,0.38803088803088803,0.42196531791907516,1.3459483881217207,0.44787644787644787,0.45664739884393063,1.255588538384851,0.5231660231660231,0.4797687861271676,1.1920821604701135,0.528957528957529,0.44508670520231214,1.291151908091727,0.5733590733590733,0.5202312138728323,1.1407097857122477,0.6042471042471043,0.5838150289017341,1.0476312864722543,0.6196911196911197,0.5895953757225434,1.055110506928725,COMPLETE
3,0.5375722543352601,2025-05-09 20:09:48.984473,2025-05-09 20:10:57.519000,0 days 00:01:08.534527,32,0.3481039637805049,0.09255234997691132,64,0.003684917267022209,0.37245558433597514,128,2,0.9067764273354344,3,0.5386100386100386,0.47398843930635837,1.2785195384411454,0.4942084942084942,0.48554913294797686,1.3172349433678423,0.5405405405405406,0.5086705202312138,1.2360760452430373,0.6138996138996139,0.4797687861271676,1.2553826908155672,0.5888030888030888,0.5086705202312138,1.237980167989786,0.6428571428571429,0.5375722543352601,1.1771379247566178,0.22586872586872586,0.3063583815028902,1.5021823734217297,0.3127413127413127,0.3236994219653179,1.445974842661378,0.41312741312741313,0.2658959537572254,1.6903636145453922,0.36486486486486486,0.37572254335260113,1.4142483100725736,0.4189189189189189,0.3583815028901734,1.3779960636458646,0.4517374517374517,0.3063583815028902,1.4166779228717605,0.44787644787644787,0.41040462427745666,1.4046506516506216,0.48455598455598453,0.4161849710982659,1.383548944671719,0.48455598455598453,0.4161849710982659,1.3320906100245569,COMPLETE
4,0.4393063583815029,2025-05-09 20:10:57.525525,2025-05-09 20:11:49.734761,0 days 00:00:52.209236,64,0.20694091246540325,0.10509591031224787,64,0.0001700707768850559,0.21515758925267164,64,2,0.8140142214148673,5,0.40540540540540543,0.41040462427745666,1.4141623333010371,0.4266409266409266,0.4046242774566474,1.3869153054463381,0.44787644787644787,0.4046242774566474,1.3818782016721074,0.4575289575289575,0.41040462427745666,1.3789579075884957,0.4671814671814672,0.4161849710982659,1.3492383488340873,0.4980694980694981,0.4393063583815029,1.3265477536041612,0.22586872586872586,0.24855491329479767,1.5840718684168908,0.2972972972972973,0.3236994219653179,1.5636539479900646,0.34942084942084944,0.3179190751445087,1.5455120719237134,0.38996138996138996,0.32947976878612717,1.5261450179050424,0.39768339768339767,0.30057803468208094,1.5115364893323424,0.36293436293436293,0.31213872832369943,1.493716816681658,0.3938223938223938,0.3352601156069364,1.4782648279487742,0.40733590733590735,0.3930635838150289,1.4549388913060888,0.4015444015444015,0.3872832369942196,1.4343218465760954,COMPLETE
5,0.5838150289017341,2025-05-09 20:11:49.742126,2025-05-09 20:12:42.708221,0 days 00:00:52.966095,64,0.2782548907828336,0.2558003882922706,32,0.0007572525120452952,0.18686055125083992,256,1,0.9223325490300435,7,0.528957528957529,0.4624277456647399,1.285850002586497,0.5772200772200772,0.5433526011560693,1.194171793198999,0.5752895752895753,0.4913294797687861,1.19851393437799,0.611969111969112,0.5838150289017341,1.1305976465258296,0.5675675675675675,0.5028901734104047,1.2518542329700006,0.6332046332046332,0.5664739884393064,1.1458326991582881,0.2548262548262548,0.31213872832369943,1.4767661260042577,0.361003861003861,0.3699421965317919,1.4381470328810586,0.3745173745173745,0.3352601156069364,1.4315519580951315,0.42084942084942084,0.3699421965317919,1.4285895693508877,0.444015444015444,0.4277456647398844,1.370758493511663,0.49034749034749037,0.4161849710982659,1.3453110125712577,0.4594594594594595,0.4508670520231214,1.3037035093142118,0.5077220077220077,0.4277456647398844,1.316534835479163,0.5,0.5144508670520231,1.2344770148999429,COMPLETE
6,0.3583815028901734,2025-05-09 20:12:42.714870,2025-05-09 20:12:59.570380,0 days 00:00:16.855510,64,0.48163352137537696,0.16464138586662191,32,5.707555280780992e-05,0.20893203323706627,128,1,0.9165761568459865,9,,,,,,,,,,,,,,,,,,,0.2335907335907336,0.2658959537572254,1.6036683789567452,0.2335907335907336,0.2774566473988439,1.5824906550390871,0.2548262548262548,0.3352601156069364,1.5653163001716481,0.28957528957528955,0.3352601156069364,1.5535186088154083,0.2625482625482625,0.3699421965317919,1.5426084361324421,0.29343629343629346,0.3583815028901734,1.5338308404635832,,,,,,,,,,PRUNED
7,0.24277456647398843,2025-05-09 20:12:59.575799,2025-05-09 20:13:19.979599,0 days 00:00:20.403800,64,0.2129889317374419,0.18454670032867976,64,1.6646861926031246e-05,0.267153014838024,64,2,0.9798565782589949,5,,,,,,,,,,,,,,,,,,,0.1891891891891892,0.14450867052023122,1.6144649844638186,0.19884169884169883,0.1676300578034682,1.6117485368871964,0.20463320463320464,0.1676300578034682,1.6087477276090942,0.2413127413127413,0.17341040462427745,1.6055969048097642,0.24903474903474904,0.2254335260115607,1.6024756093934782,0.23166023166023167,0.24277456647398843,1.599716052154585,,,,,,,,,,PRUNED
8,0.3699421965317919,2025-05-09 20:13:19.985321,2025-05-09 20:13:50.633939,0 days 00:00:30.648618,16,0.2244239928510493,0.298619241558238,64,0.0001160464074313972,0.10238206073798463,128,1,0.7307451431266324,3,,,,,,,,,,,,,,,,,,,0.21042471042471042,0.35260115606936415,1.5384728550221878,0.2799227799227799,0.3699421965317919,1.5039448607174648,0.32625482625482627,0.36416184971098264,1.4807874115905322,0.36486486486486486,0.34104046242774566,1.464835051856289,0.39575289575289574,0.37572254335260113,1.4498492858313412,0.3803088803088803,0.37572254335260113,1.4336543579322065,0.3938223938223938,0.3699421965317919,1.4276896577349978,,,,,,,PRUNED
9,0.653179190751445,2025-05-09 20:13:50.639160,2025-05-09 20:14:47.029668,0 days 00:00:56.390508,32,0.3747306572207936,0.09018194212133464,64,0.0003576210169928941,0.32113254773215916,64,2,0.9310004127690581,4,0.5714285714285714,0.44508670520231214,1.2959685001759171,0.5424710424710425,0.5144508670520231,1.1500098608821803,0.6042471042471043,0.6127167630057804,1.0184356890661868,0.6138996138996139,0.653179190751445,0.9743756903389286,0.666023166023166,0.6127167630057804,1.0027505534921768,0.637065637065637,0.6184971098265896,0.9449194170147008,0.24903474903474904,0.3468208092485549,1.5648688966828275,0.34555984555984554,0.36416184971098264,1.5218284274801352,0.3590733590733591,0.3352601156069364,1.4786867502796857,0.41312741312741313,0.36416184971098264,1.4073731616742349,0.4266409266409266,0.36416184971098264,1.351759526770928,0.4749034749034749,0.4508670520231214,1.2834131510960574,0.5057915057915058,0.4508670520231214,1.1768255192420387,0.525096525096525,0.4913294797687861,1.1583614842051027,0.5366795366795367,0.5664739884393064,1.0762735140116917,COMPLETE
